"ADIPOR2"	"AEBP2"	"ALG10"	"ARNTL2"	"ATN1"	"C12orf4"	"CCDC77"	"CD9"	"CDCA3"	"COPS7A"	"DERA"	"DNM1L"	"EMG1"	"ERC1"	"ERGIC2"	"FKBP4"	"FOXJ2"	"GAPDH"	"ITFG2"	"KDM5A"	"LPCAT3"	"M6PR"	"MLF2"	"MRPL51"	"MRPS35"	"NCAPD2"	"NECAP1"	"PARP11"	"PEX5"	"PLEKHA5"	"PLEKHG6"	"RAD51AP1"	"RAD52"	"STRAP"	"TULP3"	"USP5"	"WBP11"	"ZNF384"
"TCGA.22.4605.01A.21R.2125.07"	2550.3082	1019.8249	153.3094	727.3806	3517.1648	288.3411	148.4602	20047.3543	185.5417	1945.2767	1280.1898	1493.5548	594.587	1164.1819	842.2694	2977.4111	882.1821	92132.2602	296.5475	1558.8325	1599.4912	3654.1287	4644.4181	1680.0626	885.5392	2508.5304	530.0553	197.6983	1099.2772	1013.1106	667.325	123.4682	49.9132	2843.4985	505.0632	2548.4431	1830.0149	894.1186
"TCGA.22.4607.01A.01R.1201.07"	1405.5162	533.7309	290.3466	207.9761	2528.5129	595.9747	112.1878	24430.4883	267.2829	2960.1193	1950.4286	1309.3552	1417.8159	530.7492	1865.0764	4800.9691	670.8908	101183.3768	311.9642	562.8028	1336.9363	4079.3366	5075.2889	3210.9579	2202.7581	1558.7029	1092.4338	230.3392	814.7596	472.6053	551.2486	559.8211	99.8882	3686.5449	638.4644	2380.5442	2425.6429	1075.2889
"TCGA.22.4609.01A.21R.2125.07"	3442.1838	988.1316	107.8332	412.6823	3830.451	359.4439	137.6738	17095.9647	166.8057	1469.9898	884.3676	1475.7545	484.2319	1615.1238	893.8623	2939.6406	1149.2031	74631.7396	402.5093	1876.5683	1484.2319	3514.5643	3076.6361	1481.5192	770.4307	2859.6134	758.5622	283.825	857.9179	1069.5151	573.4147	189.2167	76.9278	2701.2547	645.9817	2364.1913	2310.2747	1241.4378
"TCGA.22.4613.01A.01R.1443.07"	2803.5398	782.3009	276.9912	392.9204	3447.7876	452.2124	167.2566	24332.7434	536.7434	2336.2832	1255.7522	1698.2301	1328.3186	866.3717	857.5221	6905.3097	873.4513	106922.1239	386.7257	1146.0177	2480.531	4560.2212	5123.0088	2241.5929	1506.1947	5419.469	784.0708	267.2566	1942.4779	923.8938	387.6106	671.6814	119.469	3734.5133	652.2124	3282.3009	2914.1593	1335.3982
"TCGA.22.5471.01A.01R.1635.07"	2338.611	2140.6981	228.4995	2687.2976	11226.3404	898.5246	176.6823	88271.3206	1801.5329	9009.7157	3268.082	3901.0435	5734.4368	657.7906	2265.5632	11633.3213	1616.4088	260291.1119	1555.5955	992.0835	5409.4998	11501.774	17084.203	6919.7553	3855.7035	6859.3019	1585.1026	416.6967	3041.022	1919.7553	3583.3033	1275.6387	112.9903	6666.0669	1541.5617	8107.5927	5065.4912	2982.0079
"TCGA.22.5472.01A.01R.1635.07"	1909.9757	794.5777	138.6861	237.7477	3427.5287	503.3021	181.7866	22112.6173	190.358	1801.1818	1015.6413	1059.0893	571.4286	1123.74	701.0775	2770.2468	940.5631	55028.5019	521.0288	1655.1964	2570.3858	3624.6959	3474.8001	1488.0083	1128.9538	2468.196	681.9604	315.9541	903.024	1533.8895	781.3695	169.6211	102.1898	2070.212	579.7706	2368.4393	2133.4724	1194.9948
"TCGA.22.5473.01A.01R.1635.07"	5028.6119	1637.0219	329.6403	2852.0915	7859.3024	703.3604	445.9088	72204.6453	886.2629	4294.9067	1515.3233	2933.5433	1580.1654	1462.9386	1662.5754	8709.5955	1479.229	362166.1074	755.7451	2317.7036	4308.3223	8165.2194	9988.2294	3086.545	3024.2583	5123.4794	1371.9042	323.8908	2162.7855	1012.558	931.745	755.1063	187.1795	5574.1795	1315.3671	6424.1532	4867.3054	2092.8327
"TCGA.22.5474.01A.01R.1635.07"	2691.3614	861.9464	152.5424	426.7359	3216.7851	529.5243	254.784	19519.9563	335.2488	2177.9661	984.6911	1895.8447	886.2739	874.795	941.7715	5394.4779	930.0164	85134.7731	354.292	1781.5746	1682.6134	4447.8814	4867.1405	1859.7594	1823.1274	3592.1268	802.351	247.1296	1352.6517	1319.8469	695.7354	372.8814	93.3844	3329.6884	699.836	2688.6277	2445.8721	1429.4697
"TCGA.22.5477.01A.01R.1635.07"	9864.3099	2590.5901	607.7463	1198.5963	14056.1476	894.9831	663.8939	78597.3486	1048.7913	4461.9184	2854.692	3965.9475	1683.5794	2426.0463	1822.1991	15963.8679	2447.3616	245710.4237	944.1123	5109.4359	4374.3177	11810.6369	10921.2373	3980.2443	2859.8908	15282.2979	1489.9922	1009.6179	3972.9659	5638.6795	1807.1224	1421.6272	412.9555	11511.0476	2158.0452	7041.071	8601.5077	4422.1471
"TCGA.22.5478.01A.01R.1635.07"	1893.9195	523.2956	109.7657	288.2337	3413.7931	192.4191	118.7155	12967.8863	223.9642	1824.9539	529.3498	1111.3451	474.3354	1226.9018	519.3472	3702.8165	696.4991	86084.2327	466.4385	1090.0237	1305.6067	3063.8457	4353.5141	1523.0324	974.7302	2458.0153	604.6328	347.4599	1230.8502	902.3427	399.3156	167.4125	85.0224	1991.0503	548.039	2841.274	2083.7062	1001.8426
"TCGA.22.5479.01A.31R.1949.07"	9352.1252	1261.5692	81.6779	511.8189	5561.6469	399.5117	773.721	34939.5184	893.2682	3439.7958	911.3306	1874.5977	1406.2812	3346.5764	720.8967	13885.6953	1158.1401	199342.1374	847.8526	3519.2542	2496.9482	4301.5292	8801.2429	4036.8439	1461.7689	6437.0214	1294.4179	374.2093	1970.9244	952.6135	523.8042	589.0578	393.741	2779.7137	1011.6524	3670.1809	2220.3973	1987.3488
"TCGA.22.5480.01A.01R.1635.07"	3488.5273	933.3424	89.6031	384.8301	9353.3056	766.9367	422.6867	11176.1422	324.5156	1333.4241	468.4415	1640.3622	594.267	1709.2667	479.6078	3366.5146	741.0635	127765.2346	469.2585	2621.0935	1215.769	2245.3081	4239.6677	1996.868	1385.4429	5613.9443	524.2732	819.2279	1329.3389	745.9658	1143.8687	388.0983	272.0937	3195.7513	1106.0121	3126.8469	2716.9606	1915.1631
"TCGA.22.5481.01A.31R.1949.07"	2503.6489	474.2464	72.3427	78.2655	4171.761	507.6679	460.2856	1977.3665	792.6557	1259.4395	677.7366	1652.8821	744.1565	2166.0497	417.9799	10675.8329	558.0116	138443.5748	696.7742	1555.156	811.4225	2174.6208	5850.4495	2724.4844	1462.9297	4925.2247	449.7091	215.3358	1052.1417	351.137	108.7255	384.5584	138.7626	2090.3226	748.3871	3691.5918	2828.1333	1441.7768
"TCGA.22.5482.01A.01R.1635.07"	2788.3234	719.95	137.6834	897.2838	3561.6609	442.71	274.4302	30290.0406	359.5723	2307.212	1364.9703	2410.8648	933.1377	843.8963	1017.7958	5906.9622	950.0468	141862.6288	287.5429	1632.2198	2432.4071	4359.1071	6220.4184	2311.8951	1825.4761	3287.5429	794.2554	286.6063	996.8779	660.0062	802.0606	320.6369	71.8077	4145.1764	684.3584	3152.9816	2398.0643	1412.4259
"TCGA.22.5483.01A.01R.1820.07"	2207.8484	601.8818	206.556	322.0471	3579.0385	368.2909	228.3736	15889.8684	438.6077	1498.7757	664.2517	2260.4953	556.3233	1066.692	1052.4631	4071.1207	578.167	96580.4436	449.6327	1399.885	657.8487	3513.856	4220.0497	2196.4653	1927.3023	3205.7674	614.4506	170.0352	1077.1265	657.8487	323.2328	564.8867	99.9057	5085.4029	651.4457	2920.4783	2901.5065	1164.6341
"TCGA.22.5485.01A.01R.1635.07"	2631.9395	745.8256	130.1556	935.9212	4215.2134	429.8559	418.4387	19917.7965	573.6378	2552.0194	840.3026	1739.6889	860.5594	864.2786	848.0091	4862.566	900.528	204246.3251	373.3409	1728.5572	1988.2974	3196.2694	5407.1643	2324.2472	1451.9766	4853.4323	488.6542	193.5208	1592.693	942.7715	528.8997	379.335	100.568	3968.6028	572.5703	4850.0071	2408.4487	1292.1364
"TCGA.22.5489.01A.01R.1635.07"	3446.8321	913.0338	191.5754	855.6832	8240.1831	928.5916	656.1763	20384.1728	624.1484	3571.6002	1003.0254	2277.856	1072.865	2217.4549	878.8674	5602.0555	1684.8264	209647.5607	908.4579	4094.4668	3086.5605	5693.3161	7534.5877	3197.601	1244.6301	7900.0452	977.7057	793.4517	2005.1356	576.8616	1280.0166	1085.3906	238.5541	5418.4115	1328.8256	4842.7701	5105.7287	2496.8865
"TCGA.22.5491.01A.01R.1635.07"	4715.4876	851.5619	295.8519	396.5177	2317.9457	559.2216	279.7571	56998.9465	396.8688	2849.3672	1686.7364	2164.0208	1745.5556	790.109	1725.364	5900.9437	728.3635	91620.7477	418.7578	1209.1594	2739.6298	5000.8867	6245.6654	3449.5574	2538.8836	3094.5936	870.2904	229.7169	1470.188	1205.6478	868.5346	619.2114	128.1528	4973.0046	482.8444	3633.0383	2917.8433	1005.4869
"TCGA.22.5492.01A.01R.1635.07"	2419.6153	795.0538	209.3346	511.8517	5835.2665	423.6284	158.9585	19875.5608	296.6104	1571.0534	737.3693	1575.7516	419.7132	1344.7528	819.3282	3012.904	983.2461	85907.3068	606.3394	1853.4723	2300.5922	4162.8529	4006.3296	1699.9951	1050.3271	3795.951	842.8196	344.0187	984.0291	991.0765	439.5504	328.0967	95.8763	2595.0179	739.4574	2060.7188	2468.9473	1345.0138
"TCGA.22.A5C4.01A.12R.A27Q.07"	1666.6724	673.3684	131.2556	52.2971	4343.3974	349.6731	251.915	2585.1196	219.6856	2830.1984	540.4038	1974.9862	531.1749	878.7971	813.1693	3320.3559	1105.0762	95745.1318	654.9106	1323.4937	2902.6624	3964.6123	5732.8607	1539.8603	986.8095	2247.0681	621.7549	341.1278	554.7599	759.8467	77.2494	385.5633	136.3827	2438.4825	678.4956	2776.1922	2019.0799	1135.1556
"TCGA.33.4532.01A.01R.1201.07"	3410.3398	1279.1034	211.8583	741.504	2453.7238	547.7223	238.9732	14732.8272	552.8742	2538.3225	1544.4685	1543.7455	1412.867	836.9487	834.4179	9394.0709	295.3724	245002.5307	369.4866	2094.3601	2201.3738	4066.3377	7151.1208	2669.9205	1703.543	3992.7693	471.8004	145.6978	1554.2299	1163.4129	82.791	586.0448	229.9024	4781.2726	540.4917	3233.5503	2729.2119	1604.483
"TCGA.33.4533.01A.01R.1201.07"	2084.9057	669.8113	73.831	206.3167	3164.8893	595.16	166.5299	7379.4094	380.4553	1374.4873	782.6087	1424.9385	574.6514	964.7252	1018.8679	3924.9385	854.799	56184.5939	298.6054	1232.5677	1071.7801	3591.5176	3416.735	1246.1034	1049.6308	2557.8343	686.6284	363.8228	888.8433	799.4258	115.6686	598.8515	128.3839	3075.0615	666.5299	1797.3749	2075.4717	906.0705
"TCGA.33.4538.01A.01R.1201.07"	3021.217	1965.9728	226.1809	2113.2906	4028.0224	550.4404	269.8159	30875.1001	573.8911	2218.9752	1447.558	2640.5124	1230.1841	1120.8967	1274.6197	3193.755	1190.1521	95990.7926	500.8006	2049.2394	2606.8855	4885.9167	4596.4772	2116.0929	1675.7406	5225.7806	910.7286	364.6918	1423.5388	1199.7598	764.6117	816.6533	138.1105	3540.032	893.5148	3199.7598	2778.2226	1411.1289
"TCGA.33.4547.01A.01R.1201.07"	3160.9058	1445.2389	100.1914	401.2089	3379.0216	449.088	268.6548	30100.4242	256.592	1879.2538	1047.5765	1455.8787	580.3122	1079.4959	1178.8007	2022.8911	710.2063	75813.8612	517.8034	1461.1986	2380.6542	4285.6386	4928.4418	1801.672	1420.4127	2814.2258	791.3348	348.4533	973.5413	1122.0551	370.1762	365.743	127.2342	3076.6741	668.5338	2187.3646	2119.5359	1316.2313
"TCGA.33.4566.01A.01R.1443.07"	3802.6316	2144.7368	297.5709	3037.4494	4484.8178	906.8826	778.3401	8419.0283	812.2267	3468.6235	3253.0364	5574.8988	2335.0202	1603.2389	3768.2186	14725.7085	1592.1053	206410.9312	326.9231	1966.5992	2394.7368	6779.413	7771.2551	5132.5911	6427.1255	6087.0445	1617.4089	295.5466	2294.5344	2407.8947	75.9109	1170.0405	235.7692	5530.3644	739.8785	4356.2753	4538.4615	2005.0607
"TCGA.33.4582.01A.01R.1443.07"	3638.4425	1714.0545	370.1216	287.3742	2744.5254	563.3349	327.7289	13471.5311	832.468	3351.0683	2732.7043	3710.1842	2510.9574	906.1458	1873.0275	8814.8464	919.1898	231840.8558	461.0216	1718.1308	2991.5449	8505.0163	9789.8806	3815.3509	2908.7974	2986.2458	1288.9038	430.8575	1850.2006	981.1485	556.813	1158.0568	129.2165	6479.5745	597.5753	4475.7001	4099.8717	1215.124
"TCGA.33.4583.01A.01R.1443.07"	2557.4397	686.888	230.2364	575.1134	2443.7545	489.133	314.3062	38152.3764	354.1247	1487.4612	1045.1397	2562.2164	783.3771	511.1058	2077.86	8674.4686	387.8672	191265.3451	231.1918	1128.2541	2466.6826	3813.7664	4469.0709	2766.6587	1612.6105	3174.588	1111.058	130.8813	448.0535	443.2768	242.6558	404.108	52.5436	3052.3048	462.3836	2463.8166	2343.444	985.9088
"TCGA.33.4586.01A.01R.1443.07"	4672.3866	1735.598	254.5964	954.9991	4059.8844	627.2106	345.2985	30615.3038	514.8836	3139.5552	1679.916	2706.7064	1216.9287	1188.2332	1548.2402	8394.3267	1263.8767	179811.5917	246.1916	2296.6206	2027.6659	6987.799	6778.4976	3251.2695	2132.7263	4709.1578	1127.9986	253.896	1694.9746	1331.1154	837.3315	450.7092	120.8195	5837.8568	792.1555	4328.1387	3359.4817	1430.2224
"TCGA.33.4587.01A.11R.2125.07"	2011.7679	694.3033	132.1209	220.9147	4223.0543	496.6569	468.0396	8214.4959	542.6424	1088.7938	1140.1444	1611.9283	886.3332	2310.7783	656.5927	7057.502	983.418	78293.6614	1014.4424	2244.7178	764.1081	2279.5186	4179.7272	2073.5491	1044.1294	5435.1431	906.6595	288.8473	704.199	910.9388	637.8711	810.3771	268.7884	3778.0155	880.1819	3481.4121	2982.3482	2453.8647
"TCGA.33.4589.01A.01R.1443.07"	1541.8423	1308.8501	249.2474	2907.2848	565.9241	659.2414	167.3691	25205.298	639.9759	3662.2517	4087.2968	2228.7778	4605.0572	374.4732	1804.9368	4479.2294	303.4317	250087.8989	137.2667	782.661	1305.8399	4249.2956	5455.1475	7715.2318	2119.2053	1143.2872	1001.8061	188.4407	585.1896	383.5039	15.6532	600.2408	38.531	5896.4479	211.3185	4415.4124	1385.3101	441.9025
"TCGA.33.6737.01A.11R.1820.07"	3989.5256	1273.8755	160.8133	362.9082	4293.284	341.0351	194.085	3744.9168	907.2551	2513.5551	1150.3389	1980.5915	1272.9513	1212.2612	2011.3986	8499.0758	786.1984	95305.2988	416.5126	1164.5102	1957.1781	4192.098	5093.3457	2448.5521	2959.6426	3552.3722	1400.4929	114.2945	1333.6414	1236.2908	30.4991	367.5293	139.4886	6034.1959	567.7757	2868.4535	2530.4991	1769.5625
"TCGA.33.6738.01A.11R.1949.07"	3679.6073	1301.0083	286.8522	412.5245	5518.0145	425.2913	207.4592	28938.1582	668.198	2246.5433	1247.1487	1999.986	861.6976	1102.3262	1318.5625	7121.0355	931.9704	215568.4131	506.2801	1650.4972	1348.0855	4445.8537	9670.3893	3735.8606	1659.2743	4890.4506	986.2289	313.9815	1002.5863	819.0647	1850.3761	300.0179	107.7192	5130.2255	1000.5915	3766.9795	4001.169	2020.333
"TCGA.33.A4WN.01A.11R.A262.07"	2794.4	1225.2	165.6	379.6	4154	346.8	310.4	12060.8	345.152	1972.8	1148.4	2334	715.6	736.8	1008.4	5517.6	705.2	88878	276	1574.8	633.2	2730.86	4906.4	1734.4	1492.4	3877.2	417.6	116.8	996.4	804.4	926	324.4	91.2	3518.4	620.4	4067.6	1698	939.2
"TCGA.33.A5GW.01A.11R.A27Q.07"	3564.9958	1601.6507	170.409	269.9357	4600.0728	307.3188	249.5448	51155.7228	324.554	2509.0424	1471.0523	2192.4991	889.8993	1422.5027	1085.5686	5377.3516	924.8695	123187.28	326.2532	1507.4645	2880.9322	3673.6254	7107.1732	2490.108	1429.7852	2792.5719	668.0422	219.4441	1434.1546	1016.1427	835.0528	225.7556	109.7221	3933.9726	519.4805	3610.1469	2644.4957	1587.5713
"TCGA.33.AAS8.01A.11R.A405.07"	3695.8057	1061.8102	138.6313	821.6336	4323.1788	356.2914	209.713	11910.8168	488.6093	2045.9161	899.7792	1746.5784	1228.6976	978.3664	1109.9338	6055.6291	828.6976	103609.713	476.8212	1474.1722	2240.1766	3700.9272	6590.287	3223.3996	1490.9492	3860.9272	548.3444	244.1501	2061.3687	1025.1656	860.9272	313.9073	206.181	4365.1214	873.2892	3046.3576	2045.0331	1301.5453
"TCGA.33.AASB.01A.11R.A405.07"	2270.1074	620.9459	142.9862	357.4656	3378.6525	178.3312	167.8883	3208.3543	355.9795	1234.6621	512.5013	3310.3725	807.6674	594.8388	2314.2886	5443.5184	413.6962	67451.3505	492.4189	849.4829	754.2926	1712.9872	5903.8056	1637.5138	8253.4391	1406.5669	669.9468	110.4529	998.4938	463.902	142.5846	145.7978	69.4849	2773.7725	381.9661	1953.6098	1253.1379	1101.717
"TCGA.33.AASD.01A.11R.A405.07"	2850.2242	1658.7444	179.3722	514.3498	4315.2466	254.2601	287.4439	34597.7578	567.4395	2457.8475	1739.9103	2805.8296	809.9731	503.139	678.4753	2643.4978	849.3274	87428.2511	409.8655	1860.9865	2054.7085	2703.6502	6911.2108	2777.5785	1123.3184	4117.4888	901.7937	24.6637	805.8296	668.1614	654.7085	285.2018	205.8296	2941.2556	569.5067	2991.9283	1654.7085	1748.8789
"TCGA.33.AASI.01A.22R.A405.07"	2020.2734	1110.8559	229.1214	550.7159	4478.1746	265.6394	151.3733	8458.0543	656.4063	2958.552	1160.921	1698.6789	1536.1146	640.8331	978.9197	4881.0512	696.7882	65521.6487	485.3368	1425.3824	690.3092	4142.2614	6603.2902	3332.5676	1880.0912	4375.6884	598.425	179.0563	976.5637	1152.0859	773.9473	395.8087	173.1663	3477.4619	310.9925	3066.9282	2271.7768	1797.042
"TCGA.33.AASJ.01A.11R.A405.07"	5023.3577	1457.4209	176.1557	507.5426	3393.674	413.6253	361.5572	34279.8054	464.3552	2324.5742	1408.2725	2938.1995	1133.3333	1107.056	1275.9124	5258.8808	1076.399	134856.9343	325.0608	1391.2409	2352.3114	5238.2092	6253.528	2572.7494	1946.472	6306.0827	889.0511	133.3333	1456.9343	1126.0341	734.7932	869.5864	122.472	3956.2044	741.6058	3087.5912	3459.3674	1336.253
"TCGA.33.AASL.01A.11R.A405.07"	3479.4733	1293.261	59.4888	831.6034	4992.7188	252.2076	198.9156	44613.4779	721.2208	1659.4888	1355.8482	2149.0318	815.7645	579.3958	1036.7157	8221.2239	646.9404	166922.4663	249.7289	925.794	1514.4849	2624.2169	10056.7002	1986.677	1417.196	2780.4802	550.8908	181.5647	1350.8908	1042.2928	1016.8861	335.244	202.0139	2931.0612	649.4191	2374.5933	2277.9241	1488.4586
"TCGA.34.2596.01A.01R.0851.07"	3540.4302	1339.5045	233.778	508.2131	4604.7736	553.2262	404.7554	18531.9902	439.441	2371.9031	977.5842	2205.6448	492.8542	1823.396	784.1002	7551.3204	1363.1001	167606.8609	195.662	2423.4504	2136.31	5187.8864	6454.6692	2267.3564	1598.6932	4879.9347	883.9278	349.578	1570.7414	865.0513	1165.986	369.5435	132.1354	4957.2556	839.6406	4736.183	3073.9632	1591.433
"TCGA.34.2600.01A.01R.0851.07"	2477.7278	1211.2791	154.0662	110.7479	6163.4655	413.159	143.4409	43780.9563	297.217	2477.7278	1131.5897	1717.2047	911.7286	1194.1152	687.781	5263.9967	1313.445	45599.9183	663.6698	2012.6686	2368.206	2814.246	6234.1643	1986.1054	1043.727	3510.4209	624.0294	266.04	916.6326	1544.7487	979.9755	301.1851	146.7103	2673.4777	731.0993	3125.4597	2471.1892	1681.651
"TCGA.34.2608.01A.02R.0851.07"	2100.9447	933.5133	150.4274	586.5947	3482.5011	480.7917	110.1215	19437.157	108.6208	2351.417	1125.686	1271.0751	922.717	994.332	1040.3959	2002.6991	779.8471	54407.1975	463.8776	1317.8587	1964.9123	4403.7751	4217.004	1799.3702	1272.1547	1469.7256	838.1466	285.0202	891.7679	710.7512	476.8331	136.7521	111.561	2943.4098	544.1296	2456.1404	2073.5942	1019.883
"TCGA.34.5231.01A.21R.1820.07"	3973.9681	1529.8584	254.7755	552.9376	8674.179	489.304	571.2564	13149.5029	704.9015	3028.6231	759.7469	2698.8852	1124.2639	3284.3628	934.0163	9102.7418	1772.8231	133996.2639	628.8641	2437.6017	2701.7776	4474.596	5448.6291	2004.7002	1929.7379	5201.0847	709.6113	581.862	1600.4821	794.6972	150.1657	847.2431	196.4447	2512.8051	1724.6158	3752.2145	3692.4375	2026.3935
"TCGA.34.5232.01A.21R.1820.07"	3210.7533	989.8219	152.3637	724.4054	4763.3991	433.5046	278.7009	30062.5518	325.9634	2139.8696	559.0284	1673.0185	717.3565	989.8219	906.5912	4379.7787	1009.884	108342.7939	355.9672	1536.9214	3060.2874	4306.8258	4662.5462	1770.8892	901.9823	3122.3715	782.4229	255.9276	764.2585	614.0637	464.4111	267.8565	137.4527	2519.6944	598.6104	2642.5072	2272.4423	1216.1985
"TCGA.34.5234.01A.01R.1635.07"	1058.8957	845.8078	107.9755	848.6708	1091.2065	853.9877	112.4744	20466.6667	137.546	3049.4888	2289.5706	1142.3313	3110.4294	348.8753	1936.1963	1065.4397	338.2413	37411.4519	278.9366	737.0143	1004.499	3501.7914	3368.9162	3944.3763	2242.9448	603.272	1411.0429	246.2168	840.4908	510.0204	129.6524	305.5215	82.2086	3087.5256	256.0327	1645.3988	1240.0818	672.3926
"TCGA.34.5236.01A.21R.1820.07"	2941.3913	832.3648	100.2823	311.6941	3517.1841	432.5641	225.3583	16773.9222	361.5651	1780.0653	834.7999	1639.9358	833.6931	1207.8145	787.8687	3477.1155	862.4716	129384.0279	277.1598	1310.3105	1715.2028	4002.4661	4396.2588	2194.4767	1108.4177	3682.5502	724.7772	188.389	1178.5932	598.3729	500.5258	254.5797	81.2441	2884.2769	750.678	2881.6205	1989.7061	1217.1122
"TCGA.34.5239.01A.21R.1820.07"	2203.8509	1319.9081	120.1201	739.7986	4594.4768	494.1412	227.1024	12027.7925	258.4961	1803.215	588.3531	1645.4101	586.9399	2023.4352	570.9239	3126.8916	850.9686	67505.3877	720.4852	2109.8228	1089.7957	3654.9232	3012.4242	1480.3038	1151.2689	4765.2358	565.0356	386.9752	1152.9176	795.1481	268.9749	352.1168	129.4353	2554.7901	1214.6264	2258.2583	2227.8749	1386.7986
"TCGA.34.5240.01A.01R.1443.07"	3110.7882	1087.1776	208.8631	522.7025	2273.883	565.2016	210.316	60501.9978	237.7189	2279.3316	1746.4584	1673.4471	1511.0788	727.2067	2081.729	4096.6219	806.393	90545.5866	339.2663	1403.1965	1171.4493	4575.0272	4200.8718	3187.7951	2141.3004	1692.3356	1116.2368	108.2456	563.3854	1172.539	326.5529	542.3175	88.2673	4745.3687	586.996	1940.4286	1816.5637	869.2336
"TCGA.34.5241.01A.01R.1443.07"	3291.1339	811.9891	409.5577	3290.2955	2890.3794	915.5313	143.3662	70076.7135	305.8059	3600.0838	3273.5276	2587.7175	2149.6458	877.3842	1779.082	4643.8902	743.2404	139543.4919	462.3769	1914.0641	1882.205	6067.9648	6645.9862	4024.7328	2306.8539	2475.7912	1018.6544	530.7064	1248.7948	1019.4928	1118.4238	679.1029	163.4877	5513.7288	558.7927	3222.3852	2498.428	1148.6062
"TCGA.34.5927.01A.11R.1820.07"	2075.6791	1495.2527	291.8498	363.8575	4204.0003	487.4164	513.3283	20860.7113	356.3922	1438.792	755.5363	2173.8715	729.3516	1103.5739	773.5382	5049.819	555.6056	75572.4483	494.7808	3112.1549	1169.0356	3278.4547	4432.2977	1574.3521	1349.6005	7168.5937	680.8009	233.207	2028.7649	2443.9007	230.2067	552.6052	144.8666	4294.01	799.4501	3696.6726	3858.4174	2011.854
"TCGA.34.5928.01A.11R.1820.07"	2243.9136	826.729	140.943	608.4725	4123.6102	323.8497	148.4691	9385.4838	195.7238	2308.2274	922.7436	1486.2877	745.0824	1749.9287	788.6425	4798.4492	932.3223	152954.9005	460.4595	1819.9441	1570.2149	3122.5247	3813.2163	1812.418	1054.3361	3230.5149	725.0128	287.1315	1108.8431	951.2515	384.7426	213.4671	73.7739	3486.8579	783.397	2652.1466	2610.183	1171.3325
"TCGA.34.5929.01A.11R.1820.07"	2840.6321	1148.3321	159.1171	292.7514	4959.3178	497.4166	225.7336	12888.0863	385.5912	1293.4036	833.7096	2383.1452	950.7479	1818.9115	853.7748	4344.7203	720.1405	100749.4357	619.0118	1905.7938	1623.8776	3159.9338	5438.0737	2250.7148	1285.7788	3404.4645	684.625	295.1593	1313.4688	516.0773	491.999	439.6288	58.7911	2743.9177	1280.9631	3325.4076	2653.6243	1280.3612
"TCGA.34.7107.01A.11R.1949.07"	4026.1803	1152.282	234.5754	531.2855	7546.9064	514.181	409.8089	24264.9446	521.1764	1511.4757	974.6051	2278.3838	773.4637	3048.4335	852.0813	6844.5763	1365.9133	108273.6714	579.4572	2613.1425	2120.6039	5839.0121	4947.0285	2287.4596	1507.985	9351.2523	506.5014	394.7988	1908.718	902.6966	505.1052	646.1297	163.2533	3467.6673	1214.4166	4051.6624	3467.6673	1659.8307
"TCGA.34.8454.01A.11R.2326.07"	2411.6433	1129.6449	174.6491	786.9529	7247.7291	369.1164	225.0206	13315.4418	403.7655	2440.545	713.0471	1751.4451	546.6557	1549.5458	760.1156	2664.7399	918.6623	78141.2056	352.6012	1434.3518	3346.4079	3481.474	4441.3708	1518.1668	949.6284	3662.2626	675.0619	299.7523	966.1437	526.0116	176.3006	403.7985	115.1941	2745.6647	649.4633	3336.4988	2284.4756	1438.0677
"TCGA.34.8455.01A.11R.2326.07"	2356.6635	1253.5954	220.5177	548.418	6126.558	407.9578	201.8217	20632.3106	327.2339	2567.5935	896.4525	1396.4525	664.9089	1512.464	786.6731	2649.5686	874.4008	91553.2119	509.5877	1593.4803	2638.5427	4188.1448	5020.1342	2174.4966	1227.2291	3961.1697	927.1333	349.9521	1112.1764	1218.1208	398.8495	339.8849	102.21	3122.2435	485.139	2953.9789	2346.5964	1727.2291
"TCGA.34.8456.01A.21R.2326.07"	4055.7682	1203.9366	188.0809	380.5358	4542.3729	269.5462	180.4265	16674.6856	196.9437	2038.819	874.2482	1493.7124	554.7239	1761.6184	795.5167	3007.1077	932.7501	101598.6878	578.4582	2147.0749	942.5916	2381.6566	4828.3215	1643.521	913.614	2965.0082	726.6266	360.8529	1194.0951	1744.1225	572.9907	300.164	123.018	2325.3144	650.082	2724.4396	2137.7802	1260.2515
"TCGA.34.A5IX.01A.12R.A27Q.07"	1966.2162	460.0225	75.4505	1275.3378	2319.2568	364.8649	182.9955	6915.5405	286.25	1310.2477	506.7568	1287.7252	639.6396	737.0495	722.4099	3978.6036	623.3108	79161.036	273.6486	932.4324	859.7973	1860.9516	4518.5811	1666.6667	1070.3829	1612.6126	594.5946	88.964	837.8378	459.4595	222.973	246.0586	55.0901	2158.2207	326.5766	1890.2027	1541.6667	822.0721
"TCGA.37.3783.01A.01R.1201.07"	1643.0406	1010.7858	123.2666	1045.1977	954.2886	958.9111	194.1448	14781.2018	519.5891	2064.7149	1776.5794	1483.8213	2298.9214	298.9214	1726.7591	5354.3914	365.1772	84276.3225	165.8963	765.7935	1125.321	3151.4638	3322.5475	2364.15	1880.8423	1272.7273	1337.9558	95.5316	748.3308	210.5804	130.4571	817.6682	79.3734	3038.5208	234.2065	2246.0195	1452.491	659.4761
